accuracy,balanced_accuracy,precision,recall,specificity,f1,roc_auc,pr_auc,mcc,cohen_kappa,log_loss
0.924,0.924,0.8905504984828782,0.9668235294117647,0.8811764705882353,0.9271209386281588,0.9799328166089966,0.9795510173389035,0.8511274338564369,0.848,0.2004115619523093
